Rk,Season,Team,Lg,BtRuns,GP,W,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,XBH,TOB,TOBwe,Outs,RC,BAbip,RP,BtRuns.1,BtWins,ISO,AB/SO,SB%,SBatt,Hitting AIR,franchise,Rk_pit,Team_pit,Lg_pit,W_pit,GP_pit,W.1,L_pit,WL%_pit,ERA,G,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,PtchR,PtchW,WPA,WPA/LI,Clutch,RE24,REW,aLI,elo_start,elo_end,elo_delta,BtRuns/G,PtchR/G,RC/G,RA/G,RunDiff/G,BB%,SO%,HR%,XBH%,SV/G,WPA/G,Clutch/G,RE24/G,wl
33,2018,NYY,AL,93,162,100,62,0.617,43,6271,5515,851,1374,815,269,23,267,821,63,21,625,1421,0.249,0.329,0.451,0.781,112,2490,107,62,10,59,21,1100,5.3,559,2061,2113,4338,855,0.285,1405,93,8.9,0.202,3.9,75.0,84,99,NYY,23,NYY,AL,100,162,100,62,0.617,3.78,162,2,2,49,1456.2,1311,669,611,177,494,9,1634,58,4,73,6141,112,3.63,1.239,8.1,1.1,3.1,10.1,3.31,67,7.0,8.6,7.7,2858.3,70.19,7.3,0.0,1534.81072307931,1566.223854414716,31.41313133540598,0.5740740740740741,0.41358024691358025,5.277777777777778,4.12962962962963,1.17037037037037,0.09966512517939723,0.22659862860787752,0.04257694147663849,0.08914048796045287,0.30246913580246915,0.053086419753086415,17.643827160493828,0.4332716049382716,0.617
34,2011,STL,NL,93,162,90,72,0.556,46,6242,5532,762,1513,1021,308,22,162,726,57,39,542,978,0.273,0.341,0.425,0.766,112,2351,169,44,84,40,64,1127,4.7,492,2099,2150,4351,808,0.305,1326,93,9.1,0.151,5.7,59.4,96,97,STL,134,STL,NL,90,162,90,72,0.556,3.74,162,7,5,47,1462.0,1461,692,608,136,448,44,1098,46,3,48,6211,100,3.75,1.306,9.0,0.8,2.8,6.8,2.45,-19,-1.7,-5.8,-0.4,-94.9,-31.2,-2.7,0.06,1510.0682981728492,1526.818920706088,16.75062253323881,0.5740740740740741,-0.11728395061728394,4.987654320987654,4.271604938271605,0.4283950617283949,0.0868311438641461,0.15668055110541493,0.025953220121755848,0.07882089074014739,0.29012345679012347,-0.03580246913580247,-0.5858024691358025,-0.1925925925925926,0.556
35,2013,DET,AL,92,162,93,69,0.574,37,6388,5735,796,1625,1134,292,23,176,767,35,20,531,1073,0.283,0.346,0.434,0.78,111,2491,146,43,32,47,40,1250,4.9,491,2199,2254,4355,874,0.32,1387,92,8.8,0.151,5.3,63.6,55,100,DET,87,DET,AL,93,162,93,69,0.574,3.61,162,3,1,39,1462.2,1369,624,587,128,462,29,1428,42,7,63,6119,116,3.27,1.252,8.4,0.8,2.8,8.8,3.09,92,10.0,8.3,10.6,2058.6,85.76,9.3,0.0,1520.0732214511886,1549.5611858480252,29.48796439683656,0.5679012345679012,0.5679012345679012,5.395061728395062,3.8518518518518516,1.0481481481481487,0.08312460864120226,0.16797119599248592,0.027551659361302442,0.07686286787726988,0.24074074074074073,0.051234567901234575,12.707407407407407,0.5293827160493827,0.574
36,2012,NYY,AL,91,162,95,67,0.586,39,6231,5524,804,1462,924,280,13,245,774,93,27,565,1176,0.265,0.337,0.453,0.79,112,2503,136,62,31,49,31,1135,5.0,538,2089,2145,4305,855,0.293,1333,91,8.9,0.188,4.7,77.5,120,102,NYY,60,NYY,AL,95,162,95,67,0.586,3.84,162,6,2,51,1445.1,1401,668,617,190,431,32,1318,49,9,53,6085,110,3.98,1.268,8.7,1.2,2.7,8.2,3.06,61,6.5,5.4,4.0,1355.0,58.63,6.4,0.0,1542.77866306191,1565.6388588715738,22.860195809663765,0.5617283950617284,0.3765432098765432,5.277777777777778,4.1234567901234565,0.8765432098765435,0.0906756539881239,0.18873375060182956,0.03931953137538116,0.08634248114267373,0.3148148148148148,0.03333333333333333,8.364197530864198,0.3619135802469136,0.586
37,2022,NYY,AL,88,162,99,63,0.611,24,6172,5422,807,1308,821,225,8,254,764,102,33,620,1391,0.241,0.325,0.426,0.751,112,2311,121,70,14,41,36,1093,5.0,487,1998,2043,4323,789,0.276,1317,88,8.6,0.185,3.9,75.6,135,92,NYY,26,NYY,AL,99,162,99,63,0.611,3.3,162,1,1,47,1451.2,1177,567,532,157,444,10,1459,65,5,40,5938,120,3.56,1.117,7.3,1.0,2.8,9.0,3.29,112,12.0,13.4,15.9,,142.51,15.5,0.0,1521.1845018032552,1568.205771663857,47.021269860601706,0.5432098765432098,0.691358024691358,4.87037037037037,3.5,1.5,0.10045366169799093,0.22537265068049256,0.04115359688917693,0.07890473104342191,0.29012345679012347,0.08271604938271605,,0.8796913580246913,0.611
38,2021,TBR,AL,86,162,100,62,0.617,43,6213,5507,857,1336,790,288,36,222,810,88,42,585,1542,0.243,0.321,0.429,0.75,110,2362,75,72,6,41,27,1085,5.3,546,1993,2050,4335,792,0.294,1445,86,8.3,0.186,3.6,67.7,130,93,TBR,22,TBR,AL,100,162,100,62,0.617,3.67,162,1,0,42,1455.2,1264,651,593,184,436,27,1478,55,6,64,5998,111,3.79,1.168,7.8,1.1,2.7,9.1,3.39,66,7.1,11.8,11.1,5867.4,102.12,11.2,0.0,1529.954590949559,1579.2610412547087,49.30645030514984,0.5308641975308642,0.4074074074074074,4.888888888888889,4.018518518518518,1.2814814814814817,0.09415741187831965,0.24818928054080155,0.03573153066151617,0.08788025108643167,0.25925925925925924,0.0728395061728395,36.218518518518515,0.6303703703703704,0.617
39,2018,OAK,AL,85,162,97,65,0.599,39,6255,5579,813,1407,838,322,20,227,778,35,21,550,1381,0.252,0.325,0.439,0.764,110,2450,136,76,6,44,18,1085,5.0,569,2033,2081,4379,806,0.294,1364,85,8.2,0.187,4.0,62.5,56,97,ATH,34,OAK,AL,97,162,97,65,0.599,3.81,162,2,2,44,1465.2,1303,674,621,184,474,19,1237,53,2,86,6099,110,4.18,1.212,8.0,1.1,2.9,7.6,2.61,58,6.3,12.2,7.2,4054.8,61.28,6.7,0.0,1487.6875114323582,1548.617893180096,60.93038174773778,0.5246913580246914,0.35802469135802467,4.9753086419753085,4.160493827160494,0.8395061728395063,0.08792965627498002,0.22078337330135892,0.03629096722621902,0.09096722621902478,0.2716049382716049,0.07530864197530864,25.029629629629632,0.3782716049382716,0.599
40,2013,LAA,AL,85,162,78,84,0.481,40,6260,5588,733,1476,1003,270,39,164,696,82,34,523,1221,0.264,0.329,0.414,0.743,110,2316,150,48,37,64,40,1144,4.5,473,2047,2107,4397,769,0.307,1265,85,8.2,0.15,4.6,70.7,116,92,LAA,295,LAA,AL,78,162,78,84,0.481,4.23,162,4,2,41,1457.2,1475,737,685,167,533,36,1200,45,4,74,6298,89,4.08,1.378,9.1,1.0,3.3,7.4,2.25,-77,-7.2,-5.3,-7.3,-1743.4,-58.6,-5.2,0.0,1521.253454627828,1508.5942200368002,-12.659234591027824,0.5246913580246914,-0.47530864197530864,4.746913580246914,4.549382716049383,-0.049382716049382935,0.08354632587859424,0.1950479233226837,0.02619808306709265,0.0755591054313099,0.25308641975308643,-0.03271604938271605,-10.761728395061729,-0.3617283950617284,0.481
41,2022,HOU,AL,84,162,106,56,0.654,23,6054,5409,737,1341,830,284,13,214,715,83,22,528,1179,0.248,0.319,0.424,0.743,111,2293,118,60,9,42,18,1068,4.5,511,1929,1953,4259,766,0.278,1238,84,8.2,0.176,4.6,79.0,105,90,HOU,5,HOU,AL,106,162,106,56,0.654,2.9,162,3,1,53,1445.0,1121,518,465,134,458,6,1524,60,6,56,5856,132,3.28,1.093,7.0,0.8,2.9,9.5,3.33,150,16.2,19.9,17.7,,171.6,18.6,0.0,1533.1060224057542,1581.1144042111437,48.00838180538949,0.5185185185185185,0.9259259259259259,4.728395061728395,3.197530864197531,1.3024691358024691,0.08721506442021804,0.19474727452923687,0.03534852989758837,0.08440700363396102,0.3271604938271605,0.1228395061728395,,1.0592592592592591,0.654
42,2014,LAD,NL,83,162,94,68,0.58,48,6231,5560,718,1476,1002,302,38,134,686,138,50,519,1246,0.265,0.333,0.406,0.738,110,2256,119,61,47,43,30,1159,4.4,474,2056,2110,4343,788,0.318,1270,83,8.3,0.14,4.5,73.4,188,91,LAD,69,LAD,NL,94,162,94,68,0.58,3.4,162,7,3,47,1464.2,1338,617,554,142,429,35,1373,41,4,64,6075,103,3.48,1.206,8.2,0.9,2.6,8.4,3.2,12,2.2,6.1,3.8,109.7,20.11,3.7,0.05,1523.837390058888,1544.811632593977,20.974242535088933,0.5123456790123457,0.07407407407407407,4.864197530864198,3.808641975308642,0.5913580246913583,0.08329321136254213,0.19996790242336704,0.021505376344086023,0.07607125662012518,0.29012345679012347,0.03765432098765432,0.6771604938271605,0.1241358024691358,0.58
43,2023,HOU,AL,82,162,90,72,0.556,26,6253,5567,827,1441,917,280,22,222,799,107,32,550,1241,0.259,0.331,0.437,0.768,111,2431,124,72,14,40,17,1134,5.1,524,2063,2112,4336,835,0.294,1404,82,7.9,0.178,4.5,77.0,139,98,HOU,120,HOU,AL,90,162,90,72,0.556,3.94,162,2,2,42,1445.1,1312,698,632,201,537,6,1460,75,5,37,6110,108,4.31,1.279,8.2,1.3,3.3,9.1,2.72,46,4.8,5.8,1.8,,53.2,5.4,0.0,1548.6686425266862,1550.301113619877,1.6324710931908155,0.5061728395061729,0.2839506172839506,5.154320987654321,4.308641975308642,0.7913580246913581,0.08795778026547257,0.1984647369262754,0.03550295857988166,0.08379977610746842,0.25925925925925924,0.03580246913580247,,0.32839506172839505,0.556
44,2014,LAA,AL,81,162,98,64,0.605,41,6285,5652,773,1464,974,304,31,155,729,81,39,492,1266,0.259,0.322,0.406,0.728,110,2295,112,60,26,54,42,1113,4.8,490,2016,2090,4419,760,0.305,1347,81,8.1,0.147,4.5,67.5,120,88,LAA,29,LAA,AL,98,162,98,64,0.605,3.58,162,3,2,46,1482.2,1307,630,590,126,504,41,1342,63,4,74,6179,101,3.57,1.221,7.9,0.8,3.1,8.1,2.66,13,1.8,7.4,9.6,1834.9,36.31,4.8,0.0,1505.15653202208,1550.259363643601,45.10283162152132,0.5,0.08024691358024691,4.691358024691358,3.888888888888889,0.911111111111111,0.0782816229116945,0.20143198090692124,0.024661893396976928,0.07796340493237867,0.2839506172839506,0.04567901234567901,11.326543209876544,0.2241358024691358,0.605
45,2019,OAK,AL,79,162,97,65,0.599,39,6269,5561,845,1384,812,292,23,257,800,49,21,578,1338,0.249,0.327,0.448,0.776,108,2493,140,87,7,36,17,1081,5.2,572,2049,2103,4381,830,0.282,1388,79,7.3,0.199,4.2,70.0,70,101,ATH,33,OAK,AL,97,162,97,65,0.599,3.97,162,1,1,45,1465.0,1342,680,646,201,477,19,1299,66,4,74,6153,109,4.34,1.242,8.2,1.2,2.9,8.0,2.72,71,7.3,9.1,10.7,3022.3,103.93,11.1,0.0,1529.1707359080576,1568.402472491829,39.23173658377141,0.4876543209876543,0.4382716049382716,5.1234567901234565,4.197530864197531,1.0024691358024693,0.09219971287286649,0.2134311692454937,0.04099537406284894,0.09124262242781943,0.2777777777777778,0.056172839506172835,18.656172839506173,0.6415432098765432,0.599
46,2018,LAD,NL,78,163,92,71,0.564,52,6358,5572,804,1394,830,296,33,235,756,75,24,647,1436,0.25,0.333,0.442,0.774,109,2461,119,61,39,39,47,1163,4.9,564,2102,2158,4399,861,0.294,1325,78,7.4,0.191,3.9,75.8,99,100,LAD,98,LAD,NL,92,163,92,71,0.564,3.38,163,0,0,48,1476.0,1279,610,554,179,422,39,1565,61,10,39,6096,115,3.6,1.152,7.8,1.1,2.6,9.5,3.71,82,8.9,8.2,11.0,19.8,98.31,11.1,0.27,1535.6488647111823,1564.3901492260727,28.741284514890367,0.4785276073619632,0.5030674846625767,5.282208588957055,3.7423312883435584,1.157668711656442,0.10176156023906889,0.22585718779490405,0.03696130858760616,0.0887071406102548,0.294478527607362,0.05030674846625766,0.12147239263803682,0.6031288343558282,0.564
47,2011,NYY,AL,77,162,97,65,0.599,35,6306,5518,867,1452,930,267,33,222,836,147,46,627,1138,0.263,0.343,0.444,0.788,110,2451,146,74,36,51,34,1114,5.4,522,2153,2208,4345,863,0.292,1481,77,7.5,0.181,4.8,76.2,193,104,NYY,40,NYY,AL,97,162,97,65,0.599,3.73,162,5,3,47,1458.1,1423,657,605,152,507,43,1222,58,3,67,6216,116,3.87,1.323,8.8,0.9,3.1,7.5,2.41,91,9.7,10.9,4.4,2710.6,86.54,9.0,0.0,1531.861373563455,1571.2977717698502,39.436398206395324,0.47530864197530864,0.5617283950617284,5.327160493827161,4.055555555555555,1.344444444444445,0.0994291151284491,0.18046305106248017,0.035204567078972404,0.08277830637488107,0.29012345679012347,0.06728395061728396,16.7320987654321,0.5341975308641975,0.599
48,2010,MIN,AL,77,162,94,68,0.58,36,6257,5568,781,1521,1020,318,41,142,749,68,28,559,967,0.273,0.341,0.422,0.762,109,2347,159,39,38,53,45,1156,4.8,501,2119,2170,4325,814,0.306,1388,77,7.2,0.148,5.8,70.8,96,98,MIN,75,MIN,AL,94,162,94,68,0.58,3.95,162,9,3,40,1453.0,1493,671,638,155,383,19,1048,47,4,41,6106,103,3.91,1.291,9.2,1.0,2.4,6.5,2.74,29,3.2,4.9,2.7,1616.0,38.39,4.1,0.0,1512.5767538924194,1536.9489034058486,24.37214951342912,0.47530864197530864,0.17901234567901234,5.0246913580246915,4.1419753086419755,0.6580246913580243,0.08933993926801982,0.15454690746364072,0.022694582068083745,0.08007032124021096,0.24691358024691357,0.030246913580246917,9.975308641975309,0.2369753086419753,0.58
49,2026,LAD,NL,75,115,69,46,0.6,24,4408,3880,584,1017,668,189,11,149,549,44,15,433,903,0.262,0.339,0.432,0.771,113,1675,96,41,12,39,24,807,5.1,349,1491,1513,3025,585,0.303,984,75,7.2,0.17,4.3,74.6,59,96,LAD,392,LAD,NL,69,115,69,46,0.6,3.74,115,1,0,30,1014.2,826,444,422,138,350,19,1025,47,6,27,4196,110,4.01,1.159,7.3,1.2,3.1,9.1,2.93,51,5.7,7.4,7.8,56.8,74.55,8.2,0.11,1534.1078525386904,1551.715154340343,17.607301801652284,0.6521739130434783,0.4434782608695652,5.086956521739131,3.860869565217391,1.2391304347826084,0.09823049001814882,0.20485480943738657,0.033802177858439204,0.07917422867513611,0.2608695652173913,0.06434782608695652,0.49391304347826087,0.6482608695652173,0.6
50,2011,DET,AL,75,162,95,67,0.586,34,6231,5563,787,1540,1040,297,34,169,750,49,20,521,1143,0.277,0.34,0.434,0.773,109,2412,142,39,50,58,47,1165,4.9,500,2100,2156,4293,836,0.318,1368,75,7.1,0.157,4.9,71.0,69,100,DET,61,DET,AL,95,162,95,67,0.586,4.04,162,4,2,52,1440.0,1406,711,647,149,492,34,1115,52,5,69,6108,103,3.95,1.318,8.8,0.9,3.1,7.0,2.27,15,2.3,7.0,4.6,1742.4,9.79,1.9,0.0,1502.3804454297615,1535.3601441876865,32.97969875792501,0.46296296296296297,0.09259259259259259,5.160493827160494,4.388888888888889,0.5111111111111111,0.08361418712887177,0.18343765045739047,0.027122452254854757,0.08024394158241052,0.32098765432098764,0.043209876543209874,10.755555555555556,0.060432098765432096,0.586
51,2023,SEA,AL,74,162,88,74,0.543,30,6201,5500,758,1332,827,283,12,210,728,118,30,548,1603,0.242,0.321,0.413,0.734,108,2269,95,111,4,37,14,1144,4.7,505,1991,2025,4334,764,0.301,1276,74,7.1,0.17,3.4,79.7,148,92,SEA,153,SEA,AL,88,162,88,74,0.543,3.74,162,2,1,44,1449.2,1300,659,602,184,421,22,1459,57,4,41,6006,106,3.88,1.187,8.1,1.1,2.6,9.1,3.47,38,4.1,8.4,6.7,,71.62,7.9,0.0,1516.162038240473,1534.7086611564923,18.54662291601926,0.4567901234567901,0.2345679012345679,4.716049382716049,4.067901234567901,0.6320987654320991,0.08837284308982422,0.25850669246895663,0.033865505563618774,0.08143847766489276,0.2716049382716049,0.05185185185185186,,0.4420987654320988,0.543
52,2011,TEX,AL,72,162,96,66,0.593,33,6261,5659,855,1599,1047,310,32,210,807,143,45,475,930,0.283,0.34,0.46,0.8,110,2603,135,39,39,49,35,1126,5.3,552,2113,2192,4328,894,0.304,1452,72,6.9,0.177,6.1,76.1,188,106,TEX,51,TEX,AL,96,162,96,66,0.593,3.79,162,10,7,38,1441.1,1327,677,607,170,461,21,1179,46,6,43,6021,117,3.98,1.241,8.3,1.1,2.9,7.4,2.56,89,9.4,6.8,7.1,1701.2,66.48,6.7,0.0,1517.264565036787,1568.0229382473815,50.75837321059476,0.4444444444444444,0.5493827160493827,5.518518518518518,4.179012345679013,1.1209876543209871,0.07586647500399298,0.14853857211308097,0.033540967896502155,0.0881648298993771,0.2345679012345679,0.04197530864197531,10.501234567901236,0.4103703703703704,0.593
53,2025,ARI,NL,69,162,80,82,0.494,36,6210,5480,791,1377,848,277,38,214,768,121,39,545,1316,0.251,0.325,0.433,0.757,109,2372,109,81,37,64,21,1112,4.9,529,2003,2033,4352,805,0.29,1345,69,6.6,0.182,4.2,75.6,160,96,ARI,254,ARI,NL,80,162,80,82,0.494,4.49,162,0,0,42,1444.0,1403,785,721,196,500,20,1288,57,8,31,6183,96,4.27,1.318,8.7,1.2,3.1,8.0,2.58,-30,-2.6,-3.5,-1.6,,-28.35,-2.2,0.0,1519.1026302539835,1506.4008450762562,-12.701785177727288,0.42592592592592593,-0.18518518518518517,4.969135802469136,4.845679012345679,0.054320987654321584,0.08776167471819646,0.21191626409017714,0.03446054750402577,0.08518518518518518,0.25925925925925924,-0.021604938271604937,,-0.17500000000000002,0.494
54,2010,BOS,AL,69,162,89,73,0.549,43,6356,5646,818,1511,920,358,22,211,782,68,17,587,1140,0.268,0.339,0.451,0.79,109,2546,130,47,29,46,43,1200,5.0,591,2145,2198,4357,888,0.299,1389,69,6.4,0.183,5.0,80.0,85,105,BOS,150,BOS,AL,89,162,89,73,0.549,4.2,162,3,1,44,1456.2,1402,744,679,152,580,30,1207,53,3,58,6267,104,4.08,1.361,8.7,0.9,3.6,7.5,2.08,22,2.9,0.7,2.4,161.3,-2.8,0.4,0.0,1525.4305209171175,1538.625074776685,13.194553859567575,0.42592592592592593,0.13580246913580246,5.481481481481482,4.592592592592593,0.40740740740740744,0.09235368156073002,0.17935808684707363,0.03319697923222152,0.09298300818124607,0.2716049382716049,0.004320987654320987,0.9956790123456791,-0.01728395061728395,0.549
55,2010,NYY,AL,69,162,95,67,0.586,37,6379,5567,859,1485,977,275,32,201,823,103,30,662,1136,0.267,0.35,0.436,0.786,108,2427,124,73,33,44,36,1228,5.3,508,2220,2271,4313,883,0.3,1481,69,6.6,0.169,4.9,77.4,133,105,NYY,62,NYY,AL,95,162,95,67,0.586,4.06,162,3,0,39,1442.1,1349,693,651,179,540,37,1154,62,6,69,6102,107,4.34,1.31,8.4,1.1,3.4,7.2,2.14,45,4.9,4.9,2.9,1627.1,41.47,4.7,0.0,1538.8270435722095,1553.102289272425,14.275245700215464,0.42592592592592593,0.2777777777777778,5.450617283950617,4.277777777777778,1.0222222222222221,0.10377802163348487,0.1780843392381251,0.031509641009562626,0.07963630663113341,0.24074074074074073,0.030246913580246917,10.043827160493827,0.25598765432098763,0.586
56,2024,HOU,AL,68,161,88,73,0.547,27,6107,5530,740,1448,978,264,16,190,701,93,24,448,1176,0.262,0.322,0.418,0.741,110,2314,132,67,12,46,28,1113,4.6,470,1963,2001,4296,770,0.299,1251,68,6.6,0.157,4.7,79.5,117,92,HOU,152,HOU,AL,88,161,88,73,0.547,3.74,161,2,1,43,1431.2,1238,649,595,183,544,2,1479,61,10,49,6018,108,4.03,1.245,7.8,1.2,3.4,9.3,2.72,50,5.7,9.1,5.7,,57.07,6.7,0.0,1530.1806681719263,1545.4436570625433,15.262988890616953,0.422360248447205,0.3105590062111801,4.782608695652174,4.031055900621118,0.5689440993788812,0.07335844113312592,0.19256590797445555,0.03111183887342394,0.07696086458162764,0.2670807453416149,0.05652173913043478,,0.354472049689441,0.547
57,2009,LAA,AL,68,162,97,65,0.599,32,6305,5622,883,1604,1105,293,33,173,841,148,63,547,1054,0.285,0.35,0.441,0.792,108,2482,128,41,43,52,32,1134,5.5,499,2192,2256,4304,880,0.322,1551,68,6.3,0.156,5.3,70.1,211,107,LAA,42,LAA,AL,97,162,97,65,0.599,4.45,162,9,6,51,1445.0,1513,761,715,180,523,35,1062,58,2,67,6252,99,4.45,1.409,9.4,1.1,3.3,6.6,2.03,-4,0.2,4.2,-1.0,1393.6,9.74,1.8,0.0,1500.0,1551.0783049217998,51.07830492179983,0.41975308641975306,-0.024691358024691357,5.432098765432099,4.697530864197531,0.8024691358024691,0.08675654242664552,0.16716891356066613,0.027438540840602696,0.07914353687549563,0.3148148148148148,0.02592592592592593,8.602469135802469,0.06012345679012346,0.599
58,2017,MIA,NL,66,162,77,85,0.475,43,6248,5602,778,1497,1001,271,31,194,743,91,30,486,1282,0.267,0.331,0.431,0.761,107,2412,119,67,50,41,48,1130,4.8,496,2050,2092,4345,836,0.313,1327,66,6.0,0.163,4.4,75.2,121,100,MIA,304,MIA,NL,77,162,77,85,0.475,4.82,162,1,1,34,1442.2,1450,822,772,193,627,59,1202,75,3,57,6318,83,4.69,1.44,9.0,1.2,3.9,7.5,1.92,-143,-13.2,-8.4,-9.0,-177.5,-115.27,-11.0,0.05,1485.3776298639998,1479.793033452724,-5.584596411275925,0.4074074074074074,-0.8827160493827161,5.160493827160494,5.074074074074074,-0.2740740740740746,0.07778489116517286,0.20518565941101152,0.031049935979513443,0.0793854033290653,0.20987654320987653,-0.05185185185185186,-1.095679012345679,-0.7115432098765432,0.475
59,2013,CLE,AL,66,162,92,70,0.568,39,6165,5465,745,1391,907,290,23,171,711,117,36,562,1283,0.255,0.327,0.41,0.737,107,2240,106,51,31,56,19,1126,4.6,484,2004,2052,4303,764,0.3,1285,66,6.4,0.155,4.3,76.5,153,93,CLE,101,CLE,AL,92,162,92,70,0.568,3.82,162,3,3,38,1441.0,1359,662,611,147,554,26,1379,58,3,71,6154,100,3.73,1.328,8.5,0.9,3.5,8.6,2.49,0,0.4,3.2,1.3,1075.0,17.86,2.5,0.0,1458.9197623456514,1517.6477697956436,58.72800744999222,0.4074074074074074,0.0,4.716049382716049,4.08641975308642,0.5135802469135795,0.09115977291159773,0.208110300081103,0.027737226277372264,0.07850770478507704,0.2345679012345679,0.019753086419753086,6.635802469135802,0.11024691358024691,0.568
60,2026,CHC,NL,65,115,66,49,0.574,27,4538,3947,592,983,626,194,20,143,556,83,17,494,987,0.249,0.339,0.417,0.756,110,1646,76,61,5,30,15,899,5.1,357,1538,1576,3092,594,0.295,1005,65,6.3,0.168,4.0,83.0,100,95,CHC,425,CHC,NL,66,115,66,49,0.574,4.08,115,0,0,25,1026.2,945,493,465,172,339,7,891,43,1,27,4288,102,4.65,1.251,8.3,1.5,3.0,7.8,2.63,13,1.8,3.4,2.6,,24.1,3.5,0.0,1522.991761724687,1546.6280763681589,23.636314643471906,0.5652173913043478,0.11304347826086956,5.165217391304348,4.28695652173913,0.8130434782608695,0.10885852798589687,0.21749669457910975,0.031511679153812255,0.07866901718818863,0.21739130434782608,0.029565217391304348,,0.20956521739130435,0.574
61,2012,SFG,NL,65,162,94,68,0.58,45,6200,5558,718,1495,1048,287,57,103,675,118,39,483,1097,0.269,0.327,0.397,0.724,106,2205,114,29,69,61,44,1171,4.4,447,2007,2069,4346,764,0.315,1290,65,6.1,0.128,5.1,75.2,157,91,SFG,73,SFG,NL,94,162,94,68,0.58,3.68,162,5,4,53,1451.0,1361,649,593,142,489,42,1237,51,4,54,6138,96,3.78,1.275,8.4,0.9,3.0,7.7,2.53,-26,-2.2,3.9,-2.4,70.2,1.55,0.6,0.06,1505.5159537725556,1532.3079307688822,26.79197699632664,0.4012345679012346,-0.16049382716049382,4.716049382716049,4.006172839506172,0.39382716049382793,0.0779032258064516,0.17693548387096775,0.01661290322580645,0.07209677419354839,0.3271604938271605,0.024074074074074074,0.43333333333333335,0.009567901234567902,0.58
62,2020,NYM,NL,63,60,26,34,0.433,24,2279,2023,286,551,352,106,7,86,278,20,10,197,498,0.272,0.348,0.459,0.807,121,929,53,45,1,13,8,450,4.8,199,793,806,1549,329,0.32,478,63,5.9,0.187,4.1,66.7,30,98,NYM,533,NYM,NL,26,60,26,34,0.433,4.98,60,0,0,11,513.1,511,308,284,81,219,7,574,29,0,24,2262,87,4.46,1.422,9.0,1.4,3.8,10.1,2.62,-39,-3.1,-2.9,-3.2,,-32.17,-2.3,0.0,1512.279887943138,1498.9162566377545,-13.363631305383478,1.05,-0.65,5.483333333333333,5.133333333333334,-0.3333333333333339,0.08644142167617376,0.21851689337428698,0.03773584905660377,0.08731899956121106,0.18333333333333332,-0.04833333333333333,,-0.5361666666666667,0.433
63,2021,WSN,NL,62,162,65,97,0.401,60,6113,5385,724,1388,914,272,20,182,686,56,26,573,1303,0.258,0.337,0.417,0.754,107,2246,158,84,38,31,43,1185,4.5,474,2045,2097,4250,779,0.307,1228,62,5.7,0.159,4.1,68.3,82,98,WSN,436,WSN,NL,65,162,65,97,0.401,4.79,162,1,0,36,1394.2,1364,820,743,247,548,46,1346,71,1,43,6073,85,4.87,1.371,8.8,1.6,3.5,8.7,2.46,-122,-11.5,-14.0,-8.2,-297.1,-119.79,-11.1,0.05,1508.064055194811,1455.9508141339263,-52.113241060884775,0.38271604938271603,-0.7530864197530864,4.808641975308642,5.061728395061729,-0.5617283950617287,0.09373466383117945,0.21315229838050057,0.02977261573695403,0.07753966955668248,0.2222222222222222,-0.08641975308641975,-1.8339506172839508,-0.7394444444444445,0.401
64,2024,NYM,NL,61,162,89,73,0.549,27,6166,5510,768,1357,856,279,15,207,735,106,22,514,1382,0.246,0.319,0.415,0.734,108,2287,105,92,10,36,11,1110,4.7,501,1963,2002,4326,759,0.291,1296,61,6.0,0.169,4.0,82.8,128,92,NYM,140,NYM,NL,89,162,89,73,0.549,3.96,162,1,1,39,1442.1,1232,697,634,165,586,7,1455,94,8,67,6098,100,4.05,1.26,7.7,1.0,3.7,9.1,2.48,0,0.4,4.1,3.0,,25.5,3.3,0.0,1503.063521293991,1529.476443436734,26.412922142743128,0.3765432098765432,0.0,4.685185185185185,4.302469135802469,0.39753086419753103,0.08336036328251703,0.22413233863120338,0.03357119688614985,0.08125202724618878,0.24074074074074073,0.02530864197530864,,0.1574074074074074,0.549
65,2022,ATL,NL,61,162,101,61,0.623,25,6082,5509,789,1394,842,298,11,243,753,87,31,470,1498,0.253,0.317,0.443,0.761,109,2443,103,66,1,36,13,1030,4.9,552,1930,1959,4286,794,0.303,1299,61,6.0,0.19,3.7,73.7,118,96,ATL,17,ATL,NL,101,162,101,61,0.623,3.46,162,1,1,55,1448.0,1224,609,556,148,500,21,1554,62,4,55,6031,119,3.46,1.191,7.6,0.9,3.1,9.7,3.11,107,11.5,14.3,13.7,,126.74,13.7,0.0,1531.1151125597405,1574.0052064319557,42.890093872215175,0.3765432098765432,0.6604938271604939,4.901234567901234,3.759259259259259,1.1407407407407413,0.07727721144360408,0.24630055902663597,0.03995396251233147,0.09075961854653075,0.3395061728395062,0.0882716049382716,,0.7823456790123456,0.623
